simID	f0	f1	f2	f3	Na	Nc	Na_scaled	Nc_scaled	scaling_factor	model	Nfold	g_factor
sim4026	40	25	15	20	6611	6427	5143	5000	1.2854	decline	-1.03	0.9998590067282066
sim4027	20	40	15	25	24380	32479	5000	6661	4.876	growth	1.33	1.0014341585549846
sim4028	40	40	0	20	7134	5028	7094	5000	1.0056	decline	-1.42	0.9982509427804134
sim4029	20	40	5	35	48385	36086	6704	5000	7.2172	decline	-1.34	0.9985336677462716
sim4030	25	15	50	10	5002	7697	5000	7694	1.0004	growth	1.54	1.00215501445948
sim4031	40	60	0	0	10747	7562	7106	5000	1.5124	decline	-1.42	0.9982424920741764
sim4032	25	5	10	60	46876	6313	37127	5000	1.2626	decline	-7.43	0.989975467223542
sim4033	60	10	15	15	14049	15525	5000	5525	2.8098	growth	1.1	1.0004992266748485
sim4034	50	35	5	10	37462	36587	5120	5000	7.3174	decline	-1.02	0.9998814173669134
sim4035	5	0	25	70	9082	8306	5467	5000	1.6612	decline	-1.09	0.9995535394626062
sim4036	35	5	45	15	17926	5062	17706	5000	1.0124	decline	-3.54	0.9936776717362262
sim4037	15	60	15	10	18748	6001	15621	5000	1.2002	decline	-3.12	0.9943041087479262
sim4038	45	0	55	0	32959	21936	7513	5000	4.3872	decline	-1.5	0.9979640152952354
sim4039	30	40	0	30	5828	5240	5561	5000	1.048	decline	-1.11	0.9994682998211434
sim4040	85	5	5	5	13148	11331	5802	5000	2.2662	decline	-1.16	0.9992561761336745
sim4041	40	0	60	0	17785	6178	14394	5000	1.2356	decline	-2.88	0.9947131322967424
sim4042	40	0	30	30	22016	12029	9151	5000	2.4058	decline	-1.83	0.9969778737475044
sim4043	0	60	0	40	29742	37726	5000	6342	5.9484	growth	1.27	1.0011887813184104
sim4044	15	60	0	25	30611	34772	5000	5680	6.1222	growth	1.14	1.0006375666014948
sim4045	20	10	20	50	5547	9487	5000	8551	1.1094	growth	1.71	1.0026830516136986
sim4046	50	15	35	0	43667	5148	42412	5000	1.0296	decline	-8.48	0.9893100328568527
sim4047	0	25	25	50	5522	14700	5000	13310	1.1044	growth	2.66	1.0048953885998646
sim4048	30	50	5	15	11186	37125	5000	16594	2.2372	growth	3.32	1.00599801635904
sim4049	65	5	20	10	23042	36225	5000	7861	4.6084	growth	1.57	1.0022623795618877
sim4050	5	45	25	25	21657	18587	5826	5000	3.7174	decline	-1.17	0.9992355362694842
sim4051	25	55	20	0	9775	18355	5000	9389	1.955	growth	1.88	1.0031505043942115
sim4052	5	75	20	0	6720	18095	5000	13464	1.344	growth	2.69	1.004952907722272
sim4053	15	20	0	65	8715	8631	5049	5000	1.7262	decline	-1.01	0.9999512385427866
sim4054	45	40	15	0	15627	25434	5000	8138	3.1254	growth	1.63	1.002435532685727
sim4055	55	5	0	40	22786	5838	19515	5000	1.1676	decline	-3.9	0.9931912725590076
sim4056	20	25	55	0	13352	49726	5000	18621	2.6704	growth	3.72	1.0065742603183276
sim4057	40	40	5	15	7360	47494	5000	32265	1.472	growth	6.45	1.0093227256947686
sim4058	5	30	40	25	31755	7174	22132	5000	1.4348	decline	-4.43	0.9925620669369912
sim4059	40	15	35	10	17183	44117	5000	12837	3.4366	growth	2.57	1.0047144685683433
sim4060	10	60	20	10	10888	28912	5000	13277	2.1776	growth	2.66	1.0048829765123983
sim4061	60	5	5	30	5565	11366	5000	10212	1.113	growth	2.04	1.0035706279347256
sim4062	75	5	10	10	41476	8771	23644	5000	1.7542	decline	-4.73	0.9922316426473599
sim4063	5	10	0	85	44901	21479	10452	5000	4.2958	decline	-2.09	0.9963132228238787
sim4064	30	35	20	15	26444	5177	25540	5000	1.0354	decline	-5.11	0.9918459603091485
sim4065	5	10	65	20	43243	5394	40084	5000	1.0788	decline	-8.02	0.9895923033011901
sim4066	10	45	20	25	36886	12419	14851	5000	2.4838	decline	-2.97	0.9945568535469265
sim4067	70	5	5	20	40947	15421	13276	5000	3.0842	decline	-2.66	0.9951174000928819
sim4068	0	50	35	15	27094	5769	23482	5000	1.1538	decline	-4.7	0.9922660187111304
sim4069	20	5	45	30	46217	26283	8792	5000	5.2566	decline	-1.76	0.9971779784766639
sim4070	60	25	15	0	12840	25612	5000	9974	2.568	growth	1.99	1.0034527189734492
sim4071	5	35	60	0	12522	7615	8222	5000	1.523	decline	-1.64	0.997513122119792
sim4072	10	35	40	15	9321	8057	5784	5000	1.6114	decline	-1.16	0.9992717121378882
sim4073	10	35	50	5	25962	40771	5000	7852	5.1924	growth	1.57	1.0022566518199005
sim4074	15	15	55	15	38935	27595	7055	5000	5.519	decline	-1.41	0.9982785066356467
sim4075	15	5	30	50	31292	22803	6861	5000	4.5606	decline	-1.37	0.9984179235436267
sim4076	5	15	15	65	41739	37016	5638	5000	7.4032	decline	-1.13	0.9993995425987109
sim4077	30	25	10	35	27959	18265	7654	5000	3.653	decline	-1.53	0.997871047627153
sim4078	25	35	30	10	10709	23169	5000	10818	2.1418	growth	2.16	1.0038588675050757
sim4079	0	55	0	45	18638	45834	5000	12296	3.7276	growth	2.46	1.0044991804690109
sim4080	80	20	0	0	33950	43432	5000	6396	6.79	growth	1.28	1.001231174412688
sim4081	5	15	35	45	7308	8967	5000	6135	1.4616	growth	1.23	1.0010228608286438
sim4082	20	25	15	40	35169	11129	15801	5000	2.2258	decline	-3.16	0.9942468234163236
sim4083	40	35	15	10	10551	6507	8107	5000	1.3014	decline	-1.62	0.9975835501321426
sim4084	25	35	35	5	14253	15527	5000	5447	2.8506	growth	1.09	1.0004281354298372
sim4085	40	20	5	35	40402	24506	8243	5000	4.9012	decline	-1.65	0.9975003677855151
sim4086	10	10	60	20	33945	6779	25037	5000	1.3558	decline	-5.01	0.9919454159084325
sim4087	0	10	75	15	13198	7036	9379	5000	1.4072	decline	-1.88	0.9968548238245365
sim4088	30	10	45	15	31893	6114	26082	5000	1.2228	decline	-5.22	0.991740962455997
sim4089	5	10	25	60	38728	12400	15616	5000	2.48	decline	-3.12	0.9943057094138168
sim4090	10	50	5	35	8178	17359	5000	10613	1.6356	growth	2.12	1.0037632087617279
sim4091	55	20	15	10	7040	28358	5000	20141	1.408	growth	4.03	1.0069665981302833
sim4092	0	20	10	70	46682	14877	15689	5000	2.9754	decline	-3.14	0.9942823904129164
sim4093	20	15	35	30	9529	19166	5000	10057	1.9058	growth	2.01	1.0034941549851413
sim4094	40	0	55	5	22407	11438	9795	5000	2.2876	decline	-1.96	0.996637829305188
sim4095	60	20	5	15	23776	8938	13301	5000	1.7876	decline	-2.66	0.9951079934603148
sim4096	45	0	0	55	46226	12261	18851	5000	2.4522	decline	-3.77	0.9933643597477466
sim4097	20	20	15	45	12401	10015	6191	5000	2.003	decline	-1.24	0.998931706439485
sim4098	35	0	0	65	24624	18120	6795	5000	3.624	decline	-1.36	0.9984662543241549
sim4099	20	10	5	65	15459	8648	8938	5000	1.7296	decline	-1.79	0.9970956303096142
sim4100	5	20	50	25	40646	5614	36201	5000	1.1228	decline	-7.24	0.9901017558483727
sim4101	20	5	55	20	8791	10497	5000	5970	1.7582	growth	1.19	1.000886545074852
sim4102	0	50	0	50	41447	10421	19886	5000	2.0842	decline	-3.98	0.9930971097293811
sim4103	30	15	55	0	5559	5517	5038	5000	1.1034	decline	-1.01	0.9999621436725185
sim4104	5	30	20	45	13698	9101	7526	5000	1.8202	decline	-1.51	0.9979553711013143
sim4105	15	10	20	55	15202	48292	5000	15883	3.0404	growth	3.18	1.0057790572120946
sim4106	5	40	35	20	30593	38293	5000	6258	6.1186	growth	1.25	1.001122113664063
sim4107	25	0	40	35	18784	38816	5000	10332	3.7568	growth	2.07	1.0036290398139975
sim4108	30	25	0	45	42481	28875	7356	5000	5.775	decline	-1.47	0.9980696080284601
sim4109	45	10	5	40	10007	12173	5000	6082	2.0014	growth	1.22	1.0009794783841053
sim4110	55	20	25	0	31306	5388	29052	5000	1.0776	decline	-5.81	0.9912017529234509
sim4111	25	15	20	40	25079	43660	5000	8704	5.0158	growth	1.74	1.0027717238883975
sim4112	25	0	15	60	5475	27906	5000	25485	1.095	growth	5.1	1.0081432606567895
sim4113	20	50	30	0	11082	25866	5000	11670	2.2164	growth	2.33	1.004237917669322
sim4114	0	45	45	10	27242	48387	5000	8881	5.4484	growth	1.78	1.0028723812542113
sim4115	35	35	0	30	5574	18572	5000	16659	1.1148	growth	3.33	1.0060175634924673
sim4116	35	60	5	0	23550	8309	14171	5000	1.6618	decline	-2.83	0.9947912014479569
sim4117	45	0	25	30	17635	26636	5000	7552	3.527	growth	1.51	1.0020618725820456
sim4118	20	5	40	35	7355	10312	5000	7010	1.471	growth	1.4	1.001689498943062
sim4119	5	30	10	55	5471	16176	5000	14783	1.0942	growth	2.96	1.0054201997974244
sim4120	15	10	25	50	40029	8120	24648	5000	1.624	decline	-4.93	0.9920237107556986
sim4121	85	10	5	0	6606	27810	5000	21049	1.3212	growth	4.21	1.007187075703138
sim4122	0	15	25	60	7991	6414	6229	5000	1.2828	decline	-1.25	0.9989011105308104
sim4123	0	65	5	30	15211	22273	5000	7321	3.0422	growth	1.46	1.001906545091152
sim4124	15	10	55	20	12615	21704	5000	8602	2.523	growth	1.72	1.0027127841096373
sim4125	5	40	55	0	31396	13729	11434	5000	2.7458	decline	-2.29	0.9958642326979616
sim4126	45	10	45	0	27850	14605	9534	5000	2.921	decline	-1.91	0.9967728677782574
sim4127	0	35	45	20	29562	25277	5848	5000	5.0554	decline	-1.17	0.9992166909499332
sim4128	25	0	20	55	38114	26253	7259	5000	5.2506	decline	-1.45	0.998135979170657
sim4129	0	0	5	95	34555	24634	7014	5000	4.9268	decline	-1.4	0.9983076488035806
sim4130	50	0	30	20	6178	19476	5000	15762	1.2356	growth	3.15	1.0057408203374867
sim4131	0	0	25	75	42035	26710	7869	5000	5.342	decline	-1.57	0.9977325346144063
sim4132	5	15	70	10	5059	49350	5000	48774	1.0118	growth	9.75	1.011388797357792
sim4133	0	40	35	25	14452	16683	5000	5772	2.8904	growth	1.15	1.0007179036423877
sim4134	45	35	15	5	7185	21728	5000	15120	1.437	growth	3.02	1.0055329022915864
sim4135	25	0	75	0	36654	22727	8064	5000	4.5454	decline	-1.61	0.9976101410055255
sim4136	40	25	10	25	5192	49573	5000	47740	1.0384	growth	9.55	1.011281658542383
sim4137	20	10	10	60	5453	16626	5000	15245	1.0906	growth	3.05	1.0055740683400305
sim4138	25	10	20	45	37908	32937	5755	5000	6.5874	decline	-1.15	0.9992968443513013
sim4139	40	15	10	35	6328	8367	5000	6611	1.2656	growth	1.32	1.0013964850795867
sim4140	20	0	55	25	17493	16204	5398	5000	3.2408	decline	-1.08	0.9996170469891914
sim4141	0	10	55	35	43789	19226	11388	5000	3.8452	decline	-2.28	0.9958843887150916
sim4142	10	15	60	15	6509	16939	5000	13012	1.3018	growth	2.6	1.004782170480885
sim4143	30	5	40	25	22958	36054	5000	7852	4.5916	growth	1.57	1.0022566518199005
sim4144	45	35	0	20	18762	41703	5000	11114	3.7524	growth	2.22	1.003993838312118
sim4145	15	10	40	35	21906	10521	10411	5000	2.1042	decline	-2.08	0.9963328748647075
sim4146	35	55	10	0	15746	12070	6523	5000	2.414	decline	-1.3	0.9986705175981007
sim4147	20	45	15	20	27674	22887	6046	5000	4.5774	decline	-1.21	0.9990502050803842
sim4148	65	25	10	0	8526	14523	5000	8517	1.7052	growth	1.7	1.0026631312686243
sim4149	15	20	40	25	9021	5802	7774	5000	1.1604	decline	-1.55	0.9977932654000203
sim4150	60	0	10	30	8356	6721	6216	5000	1.3442	decline	-1.24	0.9989115564968438
sim4151	20	50	20	10	44701	24154	9253	5000	4.8308	decline	-1.85	0.996922450445836
sim4152	15	70	15	0	5013	6561	5000	6544	1.0026	growth	1.31	1.0013455534343316
sim4153	10	85	5	0	26654	8516	15649	5000	1.7032	decline	-3.13	0.9942951544762654
sim4154	35	10	50	5	32917	6231	26414	5000	1.2462	decline	-5.28	0.9916777186990624
sim4155	45	25	30	0	14406	14054	5125	5000	2.8108	decline	-1.02	0.9998765369370481
sim4156	20	60	10	10	8163	6841	5966	5000	1.3682	decline	-1.19	0.9991168061317077
sim4157	15	5	5	75	6230	7286	5000	5848	1.246	growth	1.17	1.0007833090500668
sim4158	20	25	0	55	20321	27628	5000	6798	4.0642	growth	1.36	1.0015359526941991
sim4159	5	40	5	50	24367	33937	5000	6964	4.8734	growth	1.39	1.0016565805473592
sim4160	5	10	15	70	5402	10223	5000	9462	1.0804	growth	1.89	1.0031892293238742
sim4161	45	5	20	30	10557	19534	5000	9252	2.1114	growth	1.85	1.0030770091596755
sim4162	10	25	40	25	13252	20320	5000	7667	2.6504	growth	1.53	1.0021374374607133
sim4163	30	5	5	60	13753	12939	5315	5000	2.5878	decline	-1.06	0.999694524503201
sim4164	65	30	0	5	6362	10997	5000	8643	1.2724	growth	1.73	1.002736559161682
sim4165	70	20	10	0	5681	17334	5000	15256	1.1362	growth	3.05	1.0055776747793201
sim4166	5	30	55	10	46274	11323	20434	5000	2.2646	decline	-4.09	0.9929611886613243
sim4167	5	0	90	5	25876	13593	9518	5000	2.7186	decline	-1.9	0.9967812658486759
sim4168	60	10	10	20	14215	6925	10264	5000	1.385	decline	-2.05	0.9964039764256039
sim4169	60	15	20	5	18917	11492	8231	5000	2.2984	decline	-1.65	0.9975076519922179
sim4170	10	5	50	35	6159	35410	5000	28747	1.2318	growth	5.75	1.0087454775076927
sim4171	15	60	20	5	8915	8434	5285	5000	1.6868	decline	-1.06	0.9997228264655595
sim4172	60	15	5	20	6989	35076	5000	25094	1.3978	growth	5.02	1.0080659543065171
sim4173	15	15	40	30	16237	44466	5000	13693	3.2474	growth	2.74	1.00503723420458
sim4174	5	5	35	55	47900	6689	35805	5000	1.3378	decline	-7.16	0.990156751819876
sim4175	5	25	50	20	37281	30034	6206	5000	6.0068	decline	-1.24	0.9989196067320396
sim4176	40	0	20	40	5798	7900	5000	6813	1.1596	growth	1.36	1.0015469731967872
sim4177	15	80	5	0	36352	5570	32632	5000	1.114	decline	-6.53	0.9906207225520942
sim4178	50	5	25	20	48368	21809	11089	5000	4.3618	decline	-2.22	0.9960174214323151
sim4179	10	35	45	10	5929	17052	5000	14380	1.1858	growth	2.88	1.005282002199294
sim4180	20	30	25	25	35611	42839	5000	6015	7.1222	growth	1.2	1.0009240921849627
sim4181	10	25	55	10	16757	10670	7852	5000	2.134	decline	-1.57	0.9977433481800995
sim4182	0	0	80	20	31935	21700	7358	5000	4.34	decline	-1.47	0.9980682487787575
sim4183	10	20	65	5	12811	42617	5000	16633	2.5622	growth	3.33	1.0060097538068715
sim4184	0	40	0	60	37461	34510	5428	5000	6.902	decline	-1.09	0.9995893358523074
sim4185	80	5	5	10	30698	12651	12133	5000	2.5302	decline	-2.43	0.9955675444968218
sim4186	40	15	20	25	49337	40081	6155	5000	8.0162	decline	-1.23	0.9989608657639885
sim4187	30	0	60	10	24460	42816	5000	8752	4.892	growth	1.75	1.0027992216662276
sim4188	10	85	0	5	9713	11709	5000	6027	1.9426	growth	1.21	1.000934057310334
sim4189	65	0	35	0	14818	37943	5000	12803	2.9636	growth	2.56	1.0047012080301496
sim4190	10	0	10	80	12775	30384	5000	11892	2.555	growth	2.38	1.0043321399635088
sim4191	65	5	25	5	36330	39500	5000	5436	7.266	growth	1.09	1.000418027919274
sim4192	20	10	70	0	6215	41127	5000	33087	1.243	growth	6.62	1.0094485127177901
sim4193	20	75	5	0	5393	10512	5000	9746	1.0786	growth	1.95	1.003337095159936
sim4194	80	10	0	10	18483	17531	5272	5000	3.5062	decline	-1.05	0.9997351405761695
sim4195	15	10	35	40	12549	6215	10096	5000	1.243	decline	-2.02	0.9964864930331763
sim4196	0	25	65	10	24983	5197	24036	5000	1.0394	decline	-4.81	0.992149426029812
sim4197	15	30	25	30	29723	17325	8578	5000	3.465	decline	-1.72	0.997301185631697
sim4198	45	15	30	10	13541	9740	6951	5000	1.948	decline	-1.39	0.9983527618915787
sim4199	35	25	5	35	7593	8483	5000	5586	1.5186	growth	1.12	1.0005541277754444
sim4200	25	30	0	45	21933	33780	5000	7701	4.3866	growth	1.54	1.0021595613906151
sim4201	0	25	15	60	10214	10868	5000	5320	2.0428	growth	1.06	1.0003101769545972
sim4202	15	20	65	0	12338	33847	5000	13717	2.4676	growth	2.74	1.0050459901353108
sim4203	0	60	5	35	14920	49416	5000	16560	2.984	growth	3.31	1.0059877611826151
sim4204	5	80	15	0	8560	5777	7409	5000	1.1554	decline	-1.48	0.9980337121749979
sim4205	65	0	10	25	13137	27414	5000	10434	2.6274	growth	2.09	1.0036781589608306
sim4206	45	15	5	35	24047	42006	5000	8734	4.8094	growth	1.75	1.0027889277131463
sim4207	60	0	40	0	29254	11339	12900	5000	2.2678	decline	-2.58	0.9952610530053324
sim4208	30	35	10	25	28967	22461	6448	5000	4.4922	decline	-1.29	0.9987283395361488
sim4209	10	30	25	35	16009	25511	5000	7968	3.2018	growth	1.59	1.002329978039241
sim4210	40	10	45	5	17406	9758	8919	5000	1.9516	decline	-1.78	0.9971062703987501
sim4211	25	5	60	10	49410	8241	29978	5000	1.6482	decline	-6.0	0.9910448706656285
sim4212	15	5	55	25	14265	32164	5000	11274	2.853	growth	2.25	1.0040653063861265
sim4213	15	35	0	50	16801	35620	5000	10601	3.3602	growth	2.12	1.0037575521192843
sim4214	0	10	15	75	35622	25327	7032	5000	5.0654	decline	-1.41	0.9982948337602561
sim4215	75	20	0	5	22593	9892	11420	5000	1.9784	decline	-2.28	0.9958703585410312
sim4216	30	25	35	10	39390	5019	39241	5000	1.0038	decline	-7.85	0.9896985789693092
sim4217	40	20	0	40	44416	18890	11756	5000	3.778	decline	-2.35	0.9957253708193872
sim4218	75	10	5	10	48723	7499	32486	5000	1.4998	decline	-6.5	0.9906431434256845
sim4219	20	40	20	20	36988	11014	16791	5000	2.2028	decline	-3.36	0.9939429744192838
sim4220	0	60	15	25	34283	6609	25937	5000	1.3218	decline	-5.19	0.9917688369586871
sim4221	35	25	25	15	5321	41659	5000	39146	1.0642	growth	7.83	1.010289301668231
sim4222	25	70	5	0	9390	12067	5000	6425	1.878	growth	1.28	1.0012537935917358
sim4223	65	0	20	15	8486	8426	5036	5000	1.6852	decline	-1.01	0.99996412898126
sim4224	35	45	0	20	28588	5980	23903	5000	1.196	decline	-4.78	0.9921771696918071
sim4225	55	20	20	5	29402	6377	23053	5000	1.2754	decline	-4.61	0.9923582099980832
sim4226	10	10	35	45	23099	5832	19804	5000	1.1664	decline	-3.96	0.9931177698746746
sim4227	0	40	10	50	8604	34821	5000	20235	1.7208	growth	4.05	1.0069898793294687
sim4228	10	75	0	15	18117	20423	5000	5636	3.6234	growth	1.13	1.0005986834080116
sim4229	0	75	10	15	14274	7396	9650	5000	1.4792	decline	-1.93	0.996712399985416
sim4230	0	50	25	25	5268	35128	5000	33341	1.0536	growth	6.67	1.0094867497921998
sim4231	10	35	0	55	31898	29146	5472	5000	5.8292	decline	-1.09	0.9995489686605693
sim4232	10	40	5	45	7046	9202	5000	6530	1.4092	growth	1.31	1.0013348451542712
sim4233	5	35	35	25	41405	14420	14357	5000	2.884	decline	-2.87	0.9947260014214427
sim4234	10	55	35	0	21428	18742	5717	5000	3.7484	decline	-1.14	0.9993299686007613
sim4235	5	50	0	45	6577	44200	5000	33602	1.3154	growth	6.72	1.0095257383828655
sim4236	5	5	80	10	9030	6826	6614	5000	1.3652	decline	-1.32	0.9986012464893725
sim4237	20	25	50	5	28811	29295	5000	5084	5.7622	growth	1.02	1.0000833022044655
sim4238	5	10	70	15	31572	13896	11360	5000	2.7792	decline	-2.27	0.9958966974957055
sim4239	20	65	15	0	7466	9359	5000	6268	1.4932	growth	1.25	1.0011300970602983
sim4240	45	0	10	45	49443	12714	19444	5000	2.5428	decline	-3.89	0.9932094968662545
sim4241	5	20	55	20	6423	37660	5000	29317	1.2846	growth	5.86	1.0088436482005667
sim4242	20	0	65	15	14454	5328	13564	5000	1.0656	decline	-2.71	0.9950100934408536
sim4243	40	40	20	0	20361	24423	5000	5997	4.0722	growth	1.2	1.0009091071587615
sim4244	25	35	10	30	16044	20646	5000	6434	3.2088	growth	1.29	1.0012607925819137
sim4245	35	50	10	5	13351	14897	5000	5579	2.6702	growth	1.12	1.0005478581821465
sim4246	0	85	10	5	6166	5421	5687	5000	1.0842	decline	-1.14	0.9993562752205472
sim4247	40	0	0	60	34312	9974	17201	5000	1.9948	decline	-3.44	0.9938223519538493
sim4248	20	35	25	20	12012	7960	7545	5000	1.592	decline	-1.51	0.9979427641010714
sim4249	30	30	25	15	32798	14262	11498	5000	2.8524	decline	-2.3	0.995836324026165
sim4250	55	0	0	45	6573	19181	5000	14591	1.3146	growth	2.92	1.005354834939239
sim4251	55	25	5	15	18455	19263	5000	5219	3.691	growth	1.04	1.0002143395011358
sim4252	10	10	45	35	42163	11376	18532	5000	2.2752	decline	-3.71	0.9934496947243985
sim4253	25	10	40	25	6698	13145	5000	9813	1.3396	growth	1.96	1.0033713506239512
sim4254	10	10	80	0	12947	9038	7163	5000	1.8076	decline	-1.43	0.998202545124009
sim4255	5	20	40	35	15141	14968	5058	5000	2.9936	decline	-1.01	0.9999423338209317
sim4256	10	30	30	30	41400	35573	5819	5000	7.1146	decline	-1.16	0.9992415474337978
sim4257	15	25	35	25	43437	34100	6369	5000	6.82	decline	-1.27	0.9987899772052243
sim4258	20	5	50	25	16584	13328	6221	5000	2.6656	decline	-1.24	0.9989075362345061
sim4259	30	35	30	5	32371	10021	16152	5000	2.0042	decline	-3.23	0.9941369701571178
sim4260	20	0	10	70	25629	15712	8156	5000	3.1424	decline	-1.63	0.9975534202986095
sim4261	0	5	95	0	12356	8693	7107	5000	1.7386	decline	-1.42	0.9982417884929468
sim4262	85	0	0	15	11186	9413	5942	5000	1.8826	decline	-1.19	0.9991369606769684
sim4263	15	50	5	30	25004	8446	14802	5000	1.6892	decline	-2.96	0.9945733780282942
sim4264	55	5	15	25	46500	6410	36271	5000	1.282	decline	-7.25	0.9900920969426202
sim4265	0	0	65	35	11465	14734	5000	6426	2.293	growth	1.29	1.0012545717412977
sim4266	15	5	20	60	18319	20892	5000	5702	3.6638	growth	1.14	1.000656895390282
sim4267	15	30	30	25	5453	49257	5000	45165	1.0906	growth	9.03	1.0110044226908386
sim4268	15	40	10	35	20882	5810	17971	5000	1.162	decline	-3.59	0.9936033928244211
sim4269	10	35	30	25	22759	29849	5000	6558	4.5518	growth	1.31	1.0013562388299417
sim4270	0	55	20	25	10319	8659	5959	5000	1.7318	decline	-1.19	0.9991226761533463
sim4271	25	15	55	5	8305	10964	5000	6601	1.661	growth	1.32	1.0013889162013627
sim4272	30	45	15	10	26290	16084	8173	5000	3.2168	decline	-1.63	0.9975430093695006
sim4273	0	85	0	15	19846	8663	11454	5000	1.7326	decline	-2.29	0.9958554944923121
sim4274	60	35	0	5	12211	7194	8487	5000	1.4388	decline	-1.7	0.9973545116572328
sim4275	40	20	10	30	23442	7487	15655	5000	1.4974	decline	-3.13	0.9942932377882786
sim4276	15	15	35	35	15251	5899	12927	5000	1.1798	decline	-2.59	0.9952505988256615
sim4277	85	0	15	0	23742	5537	21439	5000	1.1074	decline	-4.29	0.9927211310955515
sim4278	15	0	70	15	34319	18400	9326	5000	3.68	decline	-1.87	0.9968831585702399
sim4279	0	5	35	60	16079	14354	5601	5000	2.8708	decline	-1.12	0.999432463796032
sim4280	20	35	20	25	9527	27503	5000	14434	1.9054	growth	2.89	1.0053007431110799
sim4281	55	20	5	20	8745	20890	5000	11944	1.749	growth	2.39	1.004353955739014
sim4282	10	65	25	0	11411	6394	8923	5000	1.2788	decline	-1.78	0.9971040284975804
sim4283	0	15	45	40	14698	9145	8036	5000	1.829	decline	-1.61	0.9976275323274071
sim4284	5	10	60	25	48491	37245	6510	5000	7.449	decline	-1.3	0.9986804922810681
sim4285	0	35	65	0	28308	7552	18742	5000	1.5104	decline	-3.75	0.9933933545886623
sim4286	45	5	35	15	29961	7211	20775	5000	1.4422	decline	-4.16	0.992878437858463
sim4287	10	10	30	50	41692	27645	7541	5000	5.529	decline	-1.51	0.997945415566068
sim4288	30	5	25	40	28673	9999	14338	5000	1.9998	decline	-2.87	0.9947326227850171
sim4289	10	10	25	55	21656	9017	12008	5000	1.8034	decline	-2.4	0.9956193240905147
sim4290	15	40	5	40	37343	12536	14894	5000	2.5072	decline	-2.98	0.9945423973257282
sim4291	25	10	10	55	37562	16461	11409	5000	3.2922	decline	-2.28	0.9958751769740993
sim4292	0	10	45	45	26368	43349	5000	8220	5.2736	growth	1.64	1.0024856614831699
sim4293	30	5	30	35	14351	6445	11133	5000	1.289	decline	-2.23	0.9959976212084376
sim4294	0	10	65	25	22426	32892	5000	7333	4.4852	growth	1.47	1.0019147339833878
sim4295	10	20	0	70	20233	33327	5000	8236	4.0466	growth	1.65	1.0024953843836573
sim4296	10	25	20	45	5269	40187	5000	38135	1.0538	growth	7.63	1.0101584729159105
sim4297	0	35	5	60	6662	19834	5000	14886	1.3324	growth	2.98	1.0054549163075182
sim4298	5	35	30	30	44173	9025	24473	5000	1.805	decline	-4.89	0.9920593372169662
sim4299	50	50	0	0	25139	40367	5000	8029	5.0278	growth	1.61	1.0023681103738422
sim4300	40	5	0	55	20848	6490	16062	5000	1.298	decline	-3.21	0.9941649083933392
sim4301	5	20	45	30	9878	26676	5000	13503	1.9756	growth	2.7	1.004967369852724
sim4302	35	15	35	15	5311	18606	5000	17516	1.0622	growth	3.5	1.0062683841825253
sim4303	70	5	10	15	28758	25141	5719	5000	5.0282	decline	-1.14	0.9993282197375046
sim4304	20	50	10	20	47666	21716	10975	5000	4.3432	decline	-2.19	0.9960690897673643
sim4305	15	5	45	35	44825	13932	16087	5000	2.7864	decline	-3.22	0.9941571321001297
sim4306	60	20	10	10	46072	13771	16728	5000	2.7542	decline	-3.35	0.9939617697515388
sim4307	25	0	10	65	5186	25397	5000	24486	1.0372	growth	4.9	1.0079433180660882
sim4308	35	35	10	20	11322	6912	8190	5000	1.3824	decline	-1.64	0.9975326200728456
sim4309	20	0	60	20	11906	5162	11532	5000	1.0324	decline	-2.31	0.9958215606632898
sim4310	25	30	20	25	25900	6842	18927	5000	1.3684	decline	-3.79	0.9933442421918866
sim4311	0	20	55	25	5895	10364	5000	8791	1.179	growth	1.76	1.0028214527921746
sim4312	45	35	20	0	47323	31222	7578	5000	6.2444	decline	-1.52	0.9979209429991884
sim4313	5	0	15	80	23745	43435	5000	9146	4.749	growth	1.83	1.0030193935640088
sim4314	10	15	5	70	47356	13435	17624	5000	2.687	decline	-3.52	0.9937008815146703
sim4315	25	30	25	20	41544	25605	8112	5000	5.121	decline	-1.62	0.9975804673279264
sim4316	15	30	35	20	29348	40846	5000	6959	5.8696	growth	1.39	1.001652989367143
sim4317	10	10	55	25	10519	49135	5000	23355	2.1038	growth	4.67	1.0077068659075998
sim4318	40	15	15	30	7706	38207	5000	24790	1.5412	growth	4.96	1.008005012168065
sim4319	0	10	5	85	20765	26736	5000	6438	4.153	growth	1.29	1.0012639001022126
sim4320	15	0	5	80	29703	7716	19248	5000	1.5432	decline	-3.85	0.9932601537660088
sim4321	10	55	25	10	8541	9478	5000	5549	1.7082	growth	1.11	1.0005208990945482
sim4322	30	10	5	55	25092	25942	5000	5169	5.0184	growth	1.03	1.000166206668899
sim4323	0	65	10	25	42840	19513	10977	5000	3.9026	decline	-2.2	0.9960681786886446
sim4324	20	5	25	50	9497	6246	7602	5000	1.2492	decline	-1.52	0.9979051327093352
sim4325	45	30	20	5	9916	15946	5000	8041	1.9832	growth	1.61	1.0023755777056595
sim4326	5	0	0	95	8138	5484	7420	5000	1.0968	decline	-1.48	0.9980262942762741
